DATE,VOLUME,HIGH,LOW,CLOSE,OPEN,IMPORT
1987-07-15,27335872.872000102,0.1782,0.1374,0.1392,,
1987-07-16,19087636.8375,0.1782,0.1355,0.1411,,
1987-07-17,33532248.172500104,0.1801,0.1411,0.1448,,
1987-07-20,16630644.195,0.1856,0.1429,0.1429,,
1987-07-21,19100898.036,0.1448,0.1411,0.1411,,
1987-07-22,23004875.5695,0.1856,0.1411,0.1448,,
1987-07-23,23288545.9125,0.1856,0.1411,0.1411,,
1987-07-24,32636864.898000102,0.1801,0.1411,0.1411,,
1987-07-27,16277042.826,0.1968,0.1374,0.1392,,
1987-07-28,24496966.89,0.1782,0.1374,0.1448,,
1987-07-29,27408602.9745001,0.1856,0.1448,0.1485,,
1987-07-30,11259812.916,0.1931,0.1485,0.1485,,
1987-07-31,10658837.4255,0.1894,0.1448,0.1448,,
1987-08-03,163090716.03,0.1597,0.1392,0.1392,,
1987-08-04,33669127.6020001,0.1838,0.1392,0.1448,,
1987-08-05,19576741.040999997,0.1856,0.1429,0.1856,,
1987-08-06,18357215.5305,0.1856,0.1411,0.1429,,
1987-08-07,61653376.7190001,0.1838,0.1411,0.1411,,
1987-08-10,9885787.56000002,0.1856,0.1392,0.1429,,
1987-08-11,20094524.307,0.1856,0.1411,0.1429,,
1987-08-12,13510408.0815,0.1819,0.1411,0.1429,,
1987-08-13,5883291.71100001,0.1838,0.1429,0.1467,,
1987-08-14,116402120.01,0.1819,0.1467,0.1559,,
1987-08-17,53414960.3955001,0.1968,0.1559,0.1559,,
1987-08-18,20599459.353,0.1968,0.1559,0.1615,,
1987-08-19,48262732.4025001,0.2079,0.1615,0.1615,,
1987-08-20,24658762.689,0.2154,0.1615,0.2154,,
1987-08-21,26578057.3245,0.2265,0.1652,0.1745,,
1987-08-24,17371206.4185,0.2302,0.1671,0.1782,,
1987-08-25,21203142.147,0.2376,0.1782,0.1838,,
1987-08-26,20719452.5505,0.2339,0.1801,0.1819,,
1987-08-27,14298967.584,0.2339,0.1801,0.1838,,
1987-08-28,17796941.3655,0.2413,0.1838,0.1931,,
1987-08-31,18444078.675,0.2488,0.1931,0.2116,,
1987-09-02,36958363.695000105,0.2748,0.2079,0.2116,,
1987-09-03,63107152.812000096,0.2822,0.2079,0.2116,,
1987-09-04,12588961.275,0.2673,0.2005,0.2042,,
1987-09-07,11173362.75,0.2673,0.2005,0.2116,,
1987-09-08,82683343.21500021,0.2822,0.2079,0.2116,,
1987-09-09,127176958.5075,0.2859,0.2116,0.2525,,
1987-09-10,33108578.118000105,0.3119,0.2154,0.2191,,
1987-09-11,32973625.921500105,0.2933,0.2116,0.2228,,
1987-09-14,50404071.8115001,0.2859,0.2116,0.2154,,
1987-09-15,21949348.41,0.2785,0.2154,0.2191,,
1987-09-17,17406447.2505,0.2785,0.2079,0.2154,,
1987-09-18,11406787.3755,0.2859,0.2116,0.2228,,
1987-09-21,13300660.89,0.2859,0.2191,0.2228,,
1987-09-22,22273903.6245,0.2859,0.2116,0.2154,,
1987-09-23,39217034.8845001,0.2822,0.2116,0.2154,,
1987-09-24,48021231.7530001,0.2748,0.2116,0.2154,,
1987-09-25,56051644.5720001,0.2822,0.2154,0.2154,,
1987-09-28,22970506.581,0.3305,0.2116,0.2154,,
1987-09-29,60616525.3650001,0.3007,0.2116,0.2339,,
1987-09-30,38181055.3740001,0.297,0.2302,0.2339,,
1987-10-01,58704159.591000095,0.3007,0.2302,0.2302,,
1987-10-02,32463230.382000104,0.3045,0.2302,0.2413,,
1987-10-05,14637105.2025,0.3026,0.2413,0.3026,,
1987-10-06,47261075.99400011,0.3082,0.2469,0.2543,,
1987-10-07,16678136.7225,0.3249,0.2451,0.2469,,
1987-10-08,69883533.4725001,0.3063,0.2413,0.2413,,
1987-10-09,18953556.4845,0.3082,0.2376,0.2413,,
1987-10-13,7929783.72450002,0.2989,0.2209,0.2209,,
1987-10-14,70873442.9370001,0.2822,0.2024,0.2116,,
1987-10-15,25918117.6815,0.2618,0.2005,0.2079,,
1987-10-16,24869840.589,0.2636,0.2024,0.2061,,
1987-10-19,30969211.828500103,0.2395,0.1504,0.1504,,
1987-10-20,77864801.8500001,0.1708,0.1151,0.1467,,
1987-10-21,39705588.45000011,0.2024,0.1522,0.1689,,
1987-10-22,29608034.692500103,0.2098,0.1689,0.1689,,
1987-10-23,42855926.107500106,0.2024,0.1578,0.1689,,
1987-10-26,14338384.0875,0.1708,0.1244,0.1281,,
1987-10-27,16583289.327,0.1281,0.10400000000000001,0.1114,,
1987-10-28,37353400.573500104,0.1318,0.1114,0.1197,,
1987-10-29,40328268.25500011,0.1457,0.1179,0.1225,,
1987-10-30,42676326.346500106,0.1262,0.1207,0.1216,,
1987-11-03,49611474.2970001,0.1272,0.1095,0.1105,,
1987-11-04,23143039.821,0.1355,0.0808,0.0826,,
1987-11-05,60632631.5265001,0.0826,0.0743,0.0826,,
1987-11-06,31139588.403000105,0.0891,0.0812,0.0891,,
1987-11-09,70134899.7195001,0.0919,0.0891,0.0919,,
1987-11-10,16532630.631,0.0993,0.0919,0.0965,,
1987-11-11,18219647.8035,0.0965,0.09,0.0919,,
1987-11-12,10590466.5405,0.0919,0.0826,0.0868,,
1987-11-13,14379452.505,0.0868,0.0678,0.0678,,
1987-11-16,14779628.6715,0.0673,0.0492,0.0492,,
1987-11-17,25294382.487,0.0492,0.0395,0.0446,,
1987-11-18,21277707.7095,0.0659,0.0446,0.0659,,
1987-11-19,80679020.8950001,0.0928,0.0668,0.0873,,
1987-11-23,164109809.3085,0.0928,0.0784,0.0798,,
1987-11-24,19066070.1825,0.0817,0.0761,0.0766,,
1987-11-25,50895607.9995001,0.0794,0.0557,0.0603,,
1987-11-26,7627483.46250001,0.0603,0.0585,0.0589,,
1987-11-27,22335575.0805,0.0664,0.0594,0.0659,,
1987-11-30,68239879.0425001,0.0724,0.0576,0.0589,,
1987-12-01,88240978.4355002,0.065,0.0501,0.0501,,
1987-12-02,17960618.511,0.0501,0.045,0.0501,,
1987-12-03,17237997.909,0.0538,0.0501,0.0524,,
1987-12-04,11697203.034000002,0.0557,0.0506,0.0524,,
1987-12-07,32453273.011500105,0.0589,0.0501,0.0501,,
1987-12-08,17556909.084000003,0.0501,0.045,0.0464,,
1987-12-09,12616263.7425,0.0464,0.0441,0.0459,,
1987-12-10,17272779.876,0.0497,0.0459,0.0483,,
1987-12-11,17384788.8225,0.0501,0.0483,0.0483,,
1987-12-14,40180834.930500105,0.0622,0.0497,0.0622,,
1987-12-15,12621494.8035,0.0622,0.0548,0.0576,,
1987-12-16,20318909.292,0.0594,0.0562,0.0566,,
1987-12-17,7460961.35400001,0.0566,0.0511,0.0511,,
1987-12-18,13466999.4525,0.0511,0.0464,0.0492,,
1987-12-21,47480000.485500105,0.0492,0.0464,0.0464,,
1987-12-22,42009182.523000106,0.0469,0.0418,0.0464,,
1987-12-23,57001219.8030001,0.0511,0.0455,0.0464,,
1987-12-24,454715667.35100096,0.0473,0.045,0.0473,,
1987-12-28,330622281.643501,0.0487,0.0446,0.0487,,
1987-12-29,5563279.26000001,0.0487,0.0473,0.0487,,
1987-12-30,742673.002500001,0.0487,0.0487,0.0487,,
1988-01-04,4017087.75600001,0.0497,0.0446,0.0446,,
1988-01-05,29958332.233500104,0.0492,0.0427,0.0436,,
1988-01-06,11566013.5305,0.0478,0.0381,0.0385,,
1988-01-07,14529776.679000001,0.0376,0.0357,0.0362,,
1988-01-08,25191459.0675,0.0376,0.0362,0.0376,,
1988-01-11,17833329.36,0.0376,0.0367,0.0371,,
1988-01-12,13350768.947999999,0.0376,0.0367,0.0371,,
1988-01-13,17610320.97,0.0376,0.0367,0.0371,,
1988-01-14,37179995.49000011,0.0408,0.0362,0.0376,,
1988-01-15,11396049.9345,0.0455,0.0376,0.0455,,
1988-01-18,15300211.014,0.0603,0.0501,0.0603,,
1988-01-19,22823990.9865,0.0668,0.0603,0.0608,,
1988-01-20,18906935.8005,0.0645,0.0608,0.0631,,
1988-01-21,14016306.744,0.0692,0.0622,0.0692,,
1988-01-22,32112382.203000102,0.0835,0.0692,0.0835,,
1988-01-25,40151788.776000105,0.0965,0.0826,0.0928,,
1988-01-26,31707984.478500105,0.0928,0.0854,0.0863,,
1988-01-27,103981286.871,0.0928,0.0863,0.0919,,
1988-01-28,24597595.9845,0.1002,0.0919,0.1002,,
1988-01-29,19764508.599,0.0993,0.0808,0.0835,,
1988-02-01,6127591.43700001,0.0835,0.0752,0.0817,,
1988-02-02,9465742.53900002,0.0882,0.0803,0.0882,,
1988-02-03,50759279.2080001,0.0984,0.0882,0.0984,,
1988-02-04,27671624.392500103,0.10300000000000001,0.0984,0.1021,,
1988-02-08,9020597.60250002,0.1021,0.1002,0.1021,,
1988-02-09,15277130.1045,0.1077,0.1021,0.1077,,
1988-02-10,21119032.1925,0.1114,0.1067,0.1077,,
1988-02-11,18287835.1425,0.1077,0.1012,0.1012,,
1988-02-12,8140356.87300001,0.1095,0.1067,0.1077,,
1988-02-15,31642504.443000104,0.1077,0.1049,0.1058,,
1988-02-16,8118652.55850001,0.1067,0.1049,0.1058,,
1988-02-17,8987696.98200002,0.1058,0.10400000000000001,0.1058,,
1988-02-18,26222069.8575,0.1077,0.1012,0.1021,,
1988-02-19,32971606.915500104,0.1021,0.0947,0.0947,,
1988-02-22,7405622.23500001,0.0947,0.0928,0.0928,,
1988-02-23,14470904.2995,0.1012,0.0928,0.1012,,
1988-02-24,14333795.4375,0.1067,0.1002,0.1067,,
1988-02-25,22674630.429,0.1123,0.1067,0.1114,,
1988-02-26,42350532.1965001,0.1151,0.1086,0.1142,,
1988-02-29,17554431.213,0.1355,0.1151,0.1253,,
1988-03-01,35356924.8450001,0.1504,0.1262,0.13,,
1988-03-02,41106962.1600001,0.1392,0.1244,0.1318,,
1988-03-03,27436134.8745001,0.1337,0.1225,0.13,,
1988-03-04,37048760.100000106,0.1337,0.1281,0.1281,,
1988-03-07,14504814.423,0.1281,0.1105,0.11599999999999999,,
1988-03-08,23949632.718000002,0.1188,0.1077,0.1086,,
1988-03-09,45845661.015000105,0.1086,0.0891,0.0928,,
1988-03-10,34229034.6750001,0.0965,0.0873,0.0956,,
1988-03-11,25194717.009,0.1058,0.0938,0.10400000000000001,,
1988-03-14,15795968.76,0.1077,0.1002,0.1002,,
1988-03-15,23203426.455,0.1002,0.0854,0.0891,,
1988-03-16,14361189.678,0.0891,0.0798,0.0798,,
1988-03-17,5699378.61900001,0.0877,0.0798,0.0877,,
1988-03-18,11883226.905,0.0947,0.0877,0.091,,
1988-03-22,7946486.41050002,0.0965,0.0854,0.0863,,
1988-03-23,7998016.95000001,0.0905,0.0798,0.0817,,
1988-03-24,26363216.7315,0.0938,0.0798,0.0938,,
1988-03-25,3634210.80000001,0.0938,0.0882,0.0924,,
1988-03-28,4671796.33800001,0.0984,0.0924,0.0984,,
1988-03-29,9533975.76450002,0.0993,0.0965,0.0975,,
1988-03-30,4084357.36500001,0.0975,0.0928,0.0928,,
1988-04-04,4526703.22500001,0.0928,0.0873,0.091,,
1988-04-05,938378.925000001,0.0947,0.0835,0.0854,,
1988-04-06,7360194.60000001,0.0891,0.0835,0.0891,,
1988-04-07,8420126.86350001,0.0877,0.0821,0.0877,,
1988-04-08,4966525.32750001,0.0877,0.0817,0.0817,,
1988-04-11,9001921.79700002,0.0798,0.0733,0.0743,,
1988-04-12,12790219.464000002,0.0798,0.0743,0.0775,,
1988-04-13,7234006.72500001,0.078,0.0775,0.078,,
1988-04-14,7223957.58150001,0.0835,0.078,0.0835,,
1988-04-15,6605407.56150001,0.0859,0.0835,0.0854,,
1988-04-18,2837162.295,0.0873,0.0854,0.0873,,
1988-04-19,12314881.2105,0.0905,0.0873,0.0891,,
1988-04-20,4893336.36000001,0.0896,0.0882,0.0882,,
1988-04-21,8761109.44500002,0.0882,0.0854,0.0863,,
1988-04-22,1513566.2025,0.0863,0.0835,0.0835,,
1988-04-25,22861801.4625,0.0835,0.0761,0.078,,
1988-04-26,15452003.556,0.078,0.0743,0.0752,,
1988-04-27,11613184.8525,0.0798,0.0724,0.0798,,
1988-04-28,2917738.98900001,0.078,0.078,0.078,,
1988-04-29,2532567.708,0.078,0.0761,0.0761,,
1988-05-02,7415717.26500001,0.0766,0.0761,0.0766,,
1988-05-03,8217537.96600001,0.0766,0.0743,0.0761,,
1988-05-04,10503419.85,0.0766,0.0761,0.0761,,
1988-05-06,6870356.21250001,0.0789,0.0761,0.0789,,
1988-05-09,1508414.4,0.0824,0.0792,0.0824,,
1988-05-10,39055460.1750001,0.0909,0.0866,0.0898,,
1988-05-11,2578195.575,0.0903,0.0845,0.0845,,
1988-05-12,8432228.38500001,0.0866,0.0824,0.0866,,
1988-05-13,5225137.47000001,0.0866,0.0835,0.0866,,
1988-05-16,5018147.64000001,0.0872,0.0866,0.0872,,
1988-05-17,9052739.01000001,0.0882,0.0866,0.0877,,
1988-05-18,13445954.235,0.0919,0.0877,0.0919,,
1988-05-19,17139442.05,0.0972,0.0893,0.0972,,
1988-05-20,7924056.25500001,0.0993,0.0956,0.0993,,
1988-05-23,12228752.25,0.1088,0.0993,0.1078,,
1988-05-24,18358312.635,0.1099,0.1057,0.1067,,
1988-05-25,48633474.4650001,0.1088,0.0972,0.1088,,
1988-05-26,8098299.81000001,0.1088,0.1057,0.1078,,
1988-05-27,14309663.31,0.11199999999999999,0.1078,0.11199999999999999,,
1988-05-30,4878819.54000001,0.1173,0.11199999999999999,0.1152,,
1988-05-31,38775177.0900001,0.1162,0.1141,0.1152,,
1988-06-01,22868997.3,0.1152,0.1131,0.1152,,
1988-06-02,18608686.065,0.1183,0.1152,0.1183,,
1988-06-03,7962434.05500001,0.1194,0.1173,0.1183,,
1988-06-06,6870460.50000001,0.1183,0.1152,0.1152,,
1988-06-07,16129146.465,0.1162,0.1152,0.1162,,
1988-06-08,17107988.94,0.1215,0.1162,0.1215,,
1988-06-09,19647639.855,0.1226,0.1215,0.1215,,
1988-06-10,6406798.27500001,0.1215,0.1173,0.1205,,
1988-06-13,7574317.69500001,0.1205,0.1183,0.1194,,
1988-06-14,23438490.48,0.1205,0.1183,0.1194,,
1988-06-15,24974812.215,0.1194,0.1183,0.1183,,
1988-06-16,12496562.55,0.1205,0.1162,0.1173,,
1988-06-17,16176576.42,0.1173,0.1162,0.1173,,
1988-06-20,9289555.06500002,0.1173,0.1141,0.1173,,
1988-06-21,38161716.3000001,0.1162,0.1152,0.1152,,
1988-06-22,11022145.875,0.1141,0.1051,0.1057,,
1988-06-23,10616717.79,0.1078,0.0962,0.1078,,
1988-06-24,10446186.87,0.1109,0.1078,0.1099,,
1988-06-27,25571086.425,0.11199999999999999,0.1088,0.1109,,
1988-06-28,33151869.945000105,0.1141,0.1067,0.1099,,
1988-06-29,30183096.825000104,0.1152,0.1067,0.11199999999999999,,
1988-06-30,16974876.375,0.1152,0.1099,0.11199999999999999,,
1988-07-01,10216045.215,0.11199999999999999,0.1109,0.1109,,
1988-07-04,32813853.300000105,0.11199999999999999,0.0999,0.11199999999999999,,
1988-07-05,15438512.925,0.1131,0.11199999999999999,0.1131,,
1988-07-07,5298263.86500001,0.1131,0.11199999999999999,0.1131,,
1988-07-08,18492176.07,0.1141,0.1078,0.1141,,
1988-07-11,3812166.99000001,0.1141,0.11199999999999999,0.1141,,
1988-07-12,7547286.37500001,0.1131,0.1078,0.1099,,
1988-07-13,46188933.750000104,0.1162,0.1078,0.1099,,
1988-07-14,9390505.36500002,0.1099,0.1078,0.1099,,
1988-07-15,6270306.79500001,0.1099,0.1088,0.1099,,
1988-07-18,6375386.88000001,0.1099,0.1088,0.1099,,
1988-07-19,7710183.45000001,0.1099,0.1099,0.1099,,
1988-07-20,17404832.88,0.1099,0.1088,0.1099,,
1988-07-21,46915817.625000104,0.11199999999999999,0.1099,0.11199999999999999,,
1988-07-22,5542088.04000001,0.1162,0.11199999999999999,0.1162,,
1988-07-25,895538454.300002,0.1215,0.1131,0.1131,,
1988-07-26,4244542.96500001,0.1141,0.11199999999999999,0.11199999999999999,,
1988-07-27,19585192.5,0.1173,0.1109,0.1109,,
1988-07-28,13983702.3,0.1109,0.1078,0.1078,,
1988-07-29,11587092.12,0.1099,0.1078,0.1099,,
1988-08-01,4964669.01000001,0.1099,0.1088,0.1099,,
1988-08-02,2002528.575,0.1099,0.1088,0.1099,,
1988-08-03,7654911.07500001,0.1099,0.1078,0.1078,,
1988-08-04,5580924.70500001,0.1099,0.1067,0.1099,,
1988-08-05,718415.7300000009,0.1099,0.1099,0.1099,,
1988-08-08,1596891.915,0.1109,0.1088,0.1099,,
1988-08-09,3819633.97500001,0.1099,0.1088,0.1088,,
1988-08-10,430509228.75000095,0.1194,0.1067,0.1099,,
1988-08-11,3104680.59000001,0.1088,0.1057,0.1057,,
1988-08-12,2091464.955,0.1067,0.1057,0.1067,,
1988-08-15,3795898.14000001,0.1099,0.1067,0.1099,,
1988-08-16,1656961.515,0.1099,0.1088,0.1088,,
1988-08-17,2890015.2,0.1088,0.1078,0.1078,,
1988-08-18,2687697.45,0.1078,0.1067,0.1078,,
1988-08-19,5570037.09000001,0.1078,0.1057,0.1067,,
1988-08-22,3456087.75000001,0.1057,0.1046,0.1046,,
1988-08-23,3151609.96500001,0.1046,0.1041,0.1046,,
1988-08-24,1011255.03,0.1046,0.1041,0.1046,,
1988-08-25,3879953.86500001,0.1067,0.1035,0.1067,,
1988-08-26,5026657.50000001,0.1099,0.1067,0.1099,,
1988-08-29,2604058.875,0.1141,0.1099,0.1131,,
1988-08-30,5630774.13000001,0.1131,0.1099,0.11199999999999999,,
1988-08-31,6461653.50000001,0.11199999999999999,0.1088,0.11199999999999999,,
1988-09-02,16944883.29,0.11199999999999999,0.1078,0.11199999999999999,,
1988-09-05,1861531.875,0.1088,0.1067,0.1067,,
1988-09-06,3612727.57500001,0.1099,0.1067,0.1099,,
1988-09-07,1773930.375,0.1099,0.1067,0.1088,,
1988-09-08,3604176.00000001,0.11199999999999999,0.1099,0.11199999999999999,,
1988-09-09,5464665.00000001,0.1131,0.1109,0.1131,,
1988-09-12,1543872.15,0.1131,0.1099,0.1109,,
1988-09-13,6415641.85500001,0.1131,0.1099,0.11199999999999999,,
1988-09-14,6762001.50000001,0.1173,0.1099,0.1173,,
1988-09-15,6441213.15000001,0.1183,0.1162,0.1162,,
1988-09-19,2368619.415,0.1141,0.1131,0.1141,,
1988-09-20,4841025.75000001,0.1152,0.1141,0.1141,,
1988-09-21,3658614.07500001,0.1152,0.1141,0.1152,,
1988-09-22,7953799.05000001,0.1173,0.1152,0.1173,,
1988-09-23,2377755.0,0.1173,0.1162,0.1162,,
1988-09-26,1319236.875,0.1162,0.1152,0.1162,,
1988-09-27,5770394.23500001,0.1162,0.1152,0.1162,,
1988-09-28,5145753.82500001,0.1162,0.1141,0.1162,,
1988-09-29,2277013.275,0.1162,0.1141,0.1162,,
1988-09-30,9374611.95000002,0.1279,0.1141,0.1279,,
1988-10-03,1954222.605,0.1173,0.1131,0.1173,,
1988-10-04,1989263.205,0.1173,0.1131,0.1173,,
1988-10-05,5690343.15000001,0.1162,0.1131,0.1162,,
1988-10-06,644663.610000001,0.1131,0.1131,0.1131,,
